Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,3.342,868.849,-110.32372,1727.9165,732.46405,-160.3878,1752.3064,697.49371,-173.61696,1658.7533,684.84125,48.24525,1426.57178,861.81378,-336.40744,1441.66956,599.8111,73.35201,1201.45959,788.87891,-466.12524,1230.71094,825.32446,38.2537,1167.87915,900.97797,-291.47055,1153.95227,723.77539,-40.98219,998.95245,809.61096,-230.38487,992.70142,592.85742,-214.88568,1039.70313,698.4361,47.33734,516.86292,885.36292,-275.12305,535.59949,530.59546,0.91159,153.12335,776.06348,-361.36938,125.21157,684.3869,63.45171,-15.28946,971.55585,-263.47153,-0.54235,450.41333,-82.31386,113.81625,682.98737,-358.34924,70.71378,887.85291,-246.80896,755.19794,710.78436,-318.96927,1416.54578,810.00824,-230.26257,1653.52124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,3.35,866.28766,-110.73888,1720.84387,729.83795,-160.82288,1744.77844,695.13446,-175.02121,1651.05115,681.98834,46.48651,1418.80664,861.80786,-336.18127,1434.14746,596.48944,70.33456,1193.57874,790.11169,-465.91776,1222.73315,823.18964,38.25275,1156.578,901.27539,-291.21426,1142.23413,722.04065,-41.69892,991.24078,809.0437,-231.29895,985.23816,590.40308,-215.71964,1031.27869,690.93713,43.00833,507.6543,889.30365,-269.50589,530.33563,516.21265,-7.05628,146.51416,789.48163,-356.83002,118.37913,676.36053,58.99947,-11.61623,979.35858,-249.03711,-4.46411,436.23657,-91.10287,99.67408,695.76221,-359.57697,63.09892,888.80005,-245.819,749.48212,710.95111,-320.08719,1409.7793,808.69568,-230.64729,1646.23889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3.358,863.31085,-110.70264,1713.34143,727.65375,-161.62082,1736.7699,693.13092,-175.87654,1642.97363,678.93726,44.78572,1410.25024,861.47791,-336.29971,1425.35999,593.50757,67.00571,1184.60913,790.97687,-465.55103,1213.59351,819.88574,39.13067,1143.82214,901.39893,-291.04544,1130.59058,720.28937,-42.2773,983.00055,808.25879,-231.96367,977.03394,588.76849,-217.63878,1021.86041,682.55328,37.46498,497.37857,893.69391,-263.90359,524.76025,502.21152,-15.05232,138.50706,802.48358,-353.89774,111.40241,673.15125,56.93633,-9.48141,984.80823,-234.9426,-12.77776,426.95914,-97.48318,84.41428,708.23218,-359.68018,56.89305,889.02948,-244.72533,742.0246,710.88776,-321.50168,1401.87756,807.06244,-231.63318,1638.68982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,3.367,860.6322,-110.84748,1705.75525,724.90863,-162.54193,1727.55786,691.47656,-176.85219,1633.67395,676.12427,42.87984,1400.81946,861.82007,-335.66284,1416.13391,591.15656,63.20861,1174.47363,792.08484,-465.24084,1204.00623,817.59674,39.70864,1130.31274,902.16614,-291.06769,1119.50317,717.68439,-42.62599,973.87976,807.73328,-232.36026,968.0271,586.37524,-218.25322,1013.16766,674.0921,31.79853,487.10431,898.1463,-258.25549,518.10828,498.19031,-18.68632,128.98596,813.14465,-350.05542,104.24784,672.97565,55.25397,-8.95782,988.362,-224.97736,-27.83866,421.41141,-99.93948,71.78464,719.25464,-359.17554,51.09706,889.6214,-243.55396,735.04321,711.36194,-323.22238,1393.00525,805.40088,-231.99117,1630.28442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,3.375,858.00269,-111.3698,1697.88,722.39728,-163.47069,1718.56006,688.90271,-178.2347,1624.28406,673.54755,40.99554,1390.52441,861.6167,-335.85965,1406.02161,588.61469,59.90299,1164.39014,793.3067,-465.52661,1193.8324,815.16901,40.40323,1115.82898,902.63306,-290.48099,1108.58154,715.34241,-44.35402,964.71326,808.15985,-233.1015,959.36365,585.1059,-220.24786,1003.50818,664.86444,26.2865,476.14868,901.36542,-252.6557,510.32068,495.81177,-21.64867,118.66062,822.61499,-345.23642,96.2026,672.70544,54.9506,-8.67864,989.83783,-218.10722,-30.96904,417.82715,-104.57812,59.82019,723.23383,-355.88406,50.93633,890.633,-242.59634,727.14221,710.67273,-324.94608,1383.45386,803.4707,-232.12917,1621.96265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,3.383,854.70593,-111.37089,1689.57739,718.79517,-164.09698,1709.33887,687.10852,-178.98761,1614.52344,670.56268,39.38553,1379.70325,861.77802,-337.00101,1395.72888,585.59833,56.50852,1153.97083,794.63782,-465.68814,1183.37,811.91986,41.35776,1102.2666,903.30646,-290.71414,1098.06421,712.62299,-46.48075,954.50488,808.61255,-234.05145,949.84332,582.99402,-221.77615,994.05438,657.98889,21.75796,466.44528,906.08899,-248.2807,503.77759,492.30014,-27.32938,111.48007,824.05798,-340.73856,92.12692,672.40967,54.77624,-7.30073,991.44208,-218.1291,-32.92062,414.1796,-108.856,50.37309,720.1557,-357.88171,44.63867,892.29065,-240.79218,718.95367,710.21771,-326.87885,1373.20728,801.76227,-232.68915,1613.04565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,3.392,851.84631,-111.20123,1681.91553,716.42493,-165.10133,1700.33325,684.82837,-180.80577,1604.91162,667.03693,37.43396,1368.19568,861.0827,-337.71896,1385.1554,582.71246,53.20421,1143.18213,796.35284,-466.58578,1173.09485,808.95435,41.05071,1087.58838,905.50488,-290.80469,1088.17102,708.79016,-48.32895,944.98114,808.51239,-235.13388,940.32111,579.85205,-223.778,984.87128,655.37817,18.9206,459.26694,910.75903,-244.28181,496.30206,491.95428,-31.61367,105.74519,815.3316,-342.58987,90.16276,671.78601,54.21909,-6.50076,990.13049,-218.67653,-29.24183,414.11472,-112.21613,40.57238,715.55371,-358.21588,37.32109,893.32782,-237.6507,710.3584,710.01917,-328.91864,1362.48816,799.83673,-233.32751,1604.8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,3.4,848.78497,-111.25484,1674.13428,712.81458,-166.16055,1691.40466,683.81781,-181.30185,1594.98071,663.16376,35.53518,1356.96228,861.08392,-339.30286,1375.23022,579.82416,50.33256,1132.66748,798.33026,-467.49646,1163.18384,806.47681,40.08587,1075.77588,906.94226,-291.26254,1079.87573,705.32947,-50.68062,935.65131,808.39838,-235.50354,929.62659,577.2157,-227.19711,975.94843,657.41315,16.44232,453.60721,916.49872,-238.1568,488.21008,492.07385,-35.00878,100.71635,807.34436,-340.65884,88.26332,671.27502,53.74851,-6.09449,989.63672,-218.67476,-28.9459,413.47119,-115.34936,33.42727,710.69946,-356.72339,32.1723,895.9715,-234.48132,701.52783,708.44122,-331.33566,1351.75879,799.14783,-233.2907,1596.53308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,3.408,845.82269,-111.25874,1667.6438,709.86304,-167.62881,1683.06091,682.54492,-182.52989,1586.23059,658.85114,33.13734,1345.57739,861.72388,-341.14972,1365.87378,576.87402,47.77201,1122.54211,799.57489,-468.39511,1154.34351,805.25555,38.3219,1064.00806,907.83325,-291.58228,1071.72571,701.0553,-52.70062,926.82141,808.77887,-236.20049,920.57672,575.91901,-231.71071,967.08478,661.06885,14.92163,448.64621,922.51642,-231.93509,480.13965,492.4772,-38.04268,96.3624,806.64581,-338.78876,85.04063,671.42603,53.74485,-6.03274,989.46899,-219.2861,-29.5178,413.48788,-118.35171,27.85089,708.48877,-354.95975,27.61087,899.70697,-231.32515,693.47858,707.41827,-334.06784,1341.53271,797.67548,-234.07208,1589.48315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,3.417,843.37256,-111.34064,1662.4303,706.81171,-168.47729,1676.08997,681.02466,-183.6412,1578.38391,654.12781,30.76472,1335.29175,862.82617,-342.79504,1358.23242,573.21442,45.97448,1114.15686,801.37189,-469.46463,1147.06689,800.64252,43.54072,1058.02869,910.35455,-292.1098,1066.64673,696.30853,-55.24394,919.09045,809.05524,-236.84308,911.61938,574.8291,-238.4193,960.43787,666.40668,13.26761,443.94113,928.02539,-227.50455,472.44833,493.57889,-39.74543,93.19537,805.69312,-336.11252,80.96847,671.2348,53.72984,-5.91072,989.78363,-218.28841,-30.09316,413.70267,-120.29504,23.5719,706.52197,-353.50977,23.25994,902.1568,-226.05602,684.93256,706.47198,-336.71466,1333.12354,796.54803,-233.98064,1582.74268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,3.425,840.505,-111.7475,1658.28052,703.75055,-170.07895,1670.55176,679.73303,-184.71713,1572.04004,650.4043,28.48521,1327.76404,864.07782,-342.9444,1352.28638,569.06024,43.66122,1106.96851,802.90997,-470.04596,1142.27307,797.98187,43.60474,1051.63818,912.41968,-291.91528,1062.17017,691.68445,-56.80212,913.54541,808.91864,-237.01355,903.46552,574.99347,-245.11078,952.39404,670.07837,11.98441,441.2366,929.36877,-225.18846,465.1687,493.97842,-41.50521,90.79515,804.07861,-334.73859,78.95701,671.28088,53.63195,-6.01685,989.50195,-218.89561,-30.2368,414.03577,-122.04342,20.93332,705.65863,-351.86639,18.96866,903.64972,-220.52202,677.65179,706.86475,-338.99811,1327.13293,795.35364,-234.38182,1578.11755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,3.433,838.19415,-112.33542,1655.09265,701.54492,-170.7699,1666.59534,677.90997,-185.96666,1567.96094,647.81128,26.07752,1323.11523,866.50415,-341.75101,1348.94458,565.96686,40.56587,1102.20605,804.65118,-470.66721,1139.45227,794.92853,43.41528,1047.30457,913.3233,-291.54257,1059.59131,686.3797,-57.17963,909.67633,809.19006,-236.83614,897.37616,575.07678,-251.96956,948.15961,671.31012,11.88085,438.6293,925.94336,-224.71964,460.81311,495.37476,-42.44474,89.18182,802.4046,-333.58865,77.99773,671.46936,53.66307,-6.53865,989.42078,-218.80232,-30.36763,414.96353,-123.32777,19.38985,705.79248,-351.72696,17.57468,902.33887,-215.97733,672.09198,709.15491,-341.40582,1324.2937,793.4281,-234.66469,1574.69385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,3.442,835.01031,-112.12409,1653.33655,699.2265,-172.21936,1664.26672,676.74634,-186.37866,1565.52759,643.29181,23.01908,1321.41663,868.99622,-340.57874,1347.17712,562.64435,36.8774,1099.52319,807.24933,-470.94455,1138.86023,792.45758,42.67722,1046.08972,915.53687,-291.3533,1059.60095,680.99207,-58.59988,907.39264,808.84198,-235.67651,893.44635,576.65509,-259.33661,945.30438,670.53711,11.64214,436.66257,920.96289,-224.59642,460.20316,495.59354,-42.98341,88.88471,802.8219,-333.43665,77.55854,671.39966,53.88189,-6.78982,989.53784,-218.36488,-30.56303,414.97333,-123.87655,18.50439,705.57391,-351.97729,17.18749,899.51288,-212.0009,671.30853,712.15991,-344.11081,1322.90906,792.26007,-235.10789,1572.5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,3.45,833.17206,-112.21807,1652.94641,697.43823,-172.47549,1663.9906,674.5871,-187.82133,1565.16992,638.90546,20.32538,1321.10327,871.12915,-339.37924,1348.09119,559.03314,33.50555,1099.66138,809.46301,-471.59528,1139.79956,788.97833,42.43593,1047.09778,916.83783,-291.04776,1060.84644,675.21863,-60.71627,907.71759,808.3172,-234.52237,892.68439,578.1424,-266.88693,944.33722,668.7395,10.24757,436.15326,919.28809,-223.78296,464.17215,495.50256,-43.41062,88.67607,804.02649,-333.76453,77.67485,671.65088,53.81121,-6.97628,989.94391,-218.33998,-30.87205,415.11502,-123.89478,18.09549,706.01746,-352.64883,18.04871,895.18658,-208.68126,673.91101,714.95636,-346.66281,1323.55212,791.12299,-235.5787,1572.22888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,3.458,831.75671,-112.5414,1654.99194,696.02783,-173.22551,1665.69446,673.14301,-188.7444,1566.52734,634.67053,17.12988,1323.10583,872.85657,-338.70831,1350.16602,555.34155,29.54819,1101.17102,812.02234,-472.07053,1142.50024,786.02094,41.64915,1050.91003,918.07043,-290.36023,1064.34216,669.65808,-63.14307,909.59515,806.97449,-233.36601,894.40948,578.92181,-272.79678,945.51361,665.4024,7.59033,438.02646,917.84821,-223.64499,468.61185,495.69043,-43.56991,88.88583,804.9397,-333.9118,78.34088,671.83789,53.89355,-7.25846,989.98364,-218.35237,-31.38574,415.2233,-123.71813,18.52492,705.74506,-352.48953,19.34274,892.94025,-207.39061,677.57349,716.57391,-348.47772,1326.64661,789.65881,-235.93683,1573.76746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,3.467,829.01001,-112.39534,1658.25928,694.37469,-173.99315,1669.1261,671.16937,-189.59631,1570.4939,630.008,13.48941,1327.39807,874.41907,-337.64243,1354.15137,551.07123,25.4463,1104.80005,814.5625,-472.60294,1147.2677,782.70776,38.56415,1056.03308,918.69214,-289.21439,1069.36182,665.18066,-66.32867,913.36591,806.38098,-232.54434,899.45123,580.22192,-278.20901,949.81561,658.8288,5.11666,442.31555,918.30096,-224.37033,472.95169,495.06,-43.75388,89.43755,805.78693,-334.02621,79.79726,671.91626,54.21178,-7.49217,990.0777,-218.31055,-31.93893,415.38336,-123.97883,19.1342,707.18915,-352.08151,20.77151,893.8056,-207.70668,682.60809,718.63446,-350.76276,1331.24451,787.96271,-236.15517,1577.81104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,3.475,827.93073,-112.1767,1663.42627,692.90552,-174.19868,1675.07117,670.59973,-190.0376,1576.50586,624.19952,10.04469,1333.3689,875.59338,-336.61417,1359.46472,547.1449,21.60044,1110.75671,817.4455,-473.03067,1153.16235,779.4613,36.27205,1063.13428,918.96277,-287.58618,1076.14282,660.53394,-69.44329,919.24927,804.97137,-232.69728,906.75867,580.71747,-283.51315,955.13312,650.15558,2.36507,448.38879,918.27783,-227.16791,477.17001,494.84167,-44.13718,90.73034,806.08984,-334.17682,81.49677,672.05792,54.4231,-7.61993,990.50299,-218.31435,-32.5072,416.55551,-124.46838,19.5935,708.06927,-351.85196,23.43195,892.07953,-212.15112,686.59094,719.86743,-352.80811,1337.10315,787.22534,-236.43762,1583.28845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,3.483,826.74298,-111.60178,1669.74939,692.61725,-174.41763,1682.62939,668.43262,-191.72295,1584.21277,619.4903,6.26351,1340.76392,876.60156,-335.59796,1367.1615,542.88989,17.66212,1118.03748,820.55664,-473.35043,1160.25842,776.02802,33.19831,1071.81262,918.24658,-286.7005,1084.50378,657.07941,-73.23566,926.49939,804.19403,-233.32104,915.24225,581.76544,-288.23532,962.43616,640.62543,-1.97127,454.55136,917.18811,-231.34563,481.15244,494.06882,-45.28635,92.76031,806.90161,-335.65887,83.65461,672.18878,54.4672,-8.32737,990.78491,-218.25677,-33.08527,417.50183,-125.15911,21.30408,709.651,-352.62091,27.35776,890.20209,-215.68686,692.60193,721.55811,-354.52609,1344.09839,785.86725,-236.61293,1590.29236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,3.492,824.53467,-111.20448,1676.71155,691.86304,-174.50977,1691.5813,666.74365,-193.03917,1593.61304,614.59369,2.87821,1349.74854,877.24872,-335.13525,1375.78748,539.27893,12.75727,1125.31335,824.27307,-473.63937,1168.42358,771.93225,29.45972,1081.97729,918.05908,-284.79642,1094.04431,654.11859,-77.15582,934.69867,803.35236,-234.9386,925.26062,583.39893,-293.24771,970.53918,630.08929,-7.02385,461.19305,911.87842,-238.35971,485.46341,492.94952,-45.85001,96.0816,808.8927,-337.19147,87.02421,672.19012,54.63356,-8.18095,991.03497,-218.22047,-33.81127,418.28391,-124.83369,24.50648,711.74475,-353.69519,31.57693,888.03613,-220.83786,698.65692,722.45978,-356.53903,1352.20007,785.23798,-237.34378,1599.45801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,3.5,824.0788,-110.81715,1684.82581,691.5014,-175.13931,1700.84509,665.91583,-194.22868,1604.40417,610.22333,-0.66849,1359.1991,877.85742,-335.18402,1386.06848,536.94836,8.13219,1134.38855,827.8501,-473.98373,1178.01343,768.375,26.1629,1093.60864,918.17444,-284.16479,1105.24072,651.61426,-81.87534,943.82013,802.73474,-236.98343,934.74634,583.7821,-298.54135,979.82312,618.09619,-14.00744,469.52405,906.23285,-247.17886,492.14832,492.18521,-46.65357,100.29408,810.68109,-338.86209,90.13342,672.18439,54.92693,-8.47418,991.44653,-218.50269,-33.85948,419.46188,-124.29895,29.00767,714.35114,-354.9505,38.04755,885.55237,-226.4635,705.3114,723.50769,-358.31119,1360.99902,783.99872,-237.39246,1608.79553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,3.508,822.64795,-110.06265,1693.23315,690.6181,-175.66483,1711.66895,664.2854,-195.91319,1615.23633,606.19983,-4.87801,1369.53137,877.77637,-334.79242,1396.84875,533.25006,3.75487,1144.46118,831.99536,-474.41281,1188.27771,764.80756,22.00399,1105.771,917.37769,-282.98587,1117.7616,649.46161,-86.89705,953.55804,801.93481,-239.56352,944.6098,584.50403,-303.10486,989.87219,606.27362,-22.50681,479.22379,899.07483,-256.14737,500.29602,492.62119,-47.30449,105.23982,813.67688,-340.89807,94.8813,672.11359,55.44946,-8.60289,990.75641,-218.18767,-34.18176,420.4639,-124.32907,35.32907,718.53186,-355.96906,44.93861,883.89099,-232.79961,712.82721,724.59509,-359.71686,1370.56677,782.90637,-237.88065,1619.08435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,3.517,822.20667,-109.89613,1701.87109,690.84229,-176.21446,1722.23511,662.90479,-197.58539,1626.58093,602.2619,-8.32491,1380.49463,877.67957,-334.70642,1408.11279,530.19049,-0.32587,1155.35437,835.57928,-474.45651,1199.35742,761.92206,18.34652,1118.40259,916.79492,-282.29935,1130.42554,648.04547,-91.85661,963.68811,800.79022,-242.96584,954.07556,585.11096,-308.03134,1000.63074,595.72333,-32.92754,489.93564,892.62897,-264.7485,509.64468,493.15964,-48.65392,110.58297,817.24304,-343.22681,100.5403,671.54187,56.4271,-8.45321,990.94812,-218.29024,-33.90336,423.61975,-124.84318,41.61646,723.28979,-356.48831,52.39231,882.87402,-239.3842,720.33948,725.18561,-361.46838,1380.66589,782.29474,-238.70068,1629.35364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,3.525,820.005,-109.78754,1709.94067,690.44446,-176.68234,1732.87964,662.73706,-198.89471,1637.47375,598.586,-12.01068,1391.54871,877.89648,-334.79688,1419.65527,526.16443,-4.60149,1166.20337,838.99536,-474.8374,1210.51636,758.39252,13.84711,1131.80054,915.51923,-281.36533,1143.53528,645.78363,-97.01096,973.5058,800.1106,-246.12994,964.26465,586.02148,-313.00409,1011.56262,587.79871,-43.85027,499.69656,888.65662,-272.74692,519.77545,494.93958,-50.78065,116.2436,821.3869,-345.83456,107.00446,670.85577,57.17558,-7.6675,991.19647,-218.48244,-33.53925,428.17905,-127.12836,48.15543,728.6958,-356.99289,60.69574,880.31732,-245.60684,728.82037,725.63123,-362.88153,1391.14539,781.64856,-239.75819,1639.34399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,3.533,819.11981,-110.02891,1718.276,690.16333,-178.23355,1743.02893,660.42432,-201.7516,1648.78271,594.60681,-15.16339,1402.64563,877.0517,-334.3577,1430.81738,523.17859,-9.06875,1176.60254,841.76831,-475.56921,1222.26917,753.69135,10.34656,1145.04529,914.33679,-280.77478,1156.68701,644.55841,-102.18958,982.83588,798.56165,-249.69347,974.21606,587.40192,-317.09393,1022.42645,580.58313,-53.97713,508.55341,885.29645,-280.60745,529.16248,496.89386,-53.29903,121.94861,826.5838,-348.39301,112.28816,668.75623,59.35453,-6.92878,990.77362,-218.50084,-32.90249,432.95776,-131.23347,55.66607,734.78857,-357.59286,69.41316,878.45239,-251.37787,737.61273,725.95782,-364.48868,1401.9115,780.64301,-241.05069,1649.15698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,3.542,818.38171,-110.85738,1726.42627,690.4613,-178.9066,1752.37854,659.68793,-204.07257,1658.59167,591.60498,-19.02821,1413.70544,876.61139,-334.31503,1442.32068,520.67957,-14.13349,1187.0271,844.32782,-476.45984,1233.50452,750.16669,6.58245,1158.26624,912.85217,-280.75598,1169.42297,642.35956,-107.1209,991.88757,797.22314,-252.77644,984.26245,586.8642,-321.41226,1034.12952,573.90173,-62.78561,516.73438,882.2179,-287.51755,538.00739,498.60828,-57.45772,127.95592,832.14551,-350.65408,118.2272,664.55969,62.99382,-5.48409,990.65906,-218.20418,-33.22702,440.32571,-138.56734,61.86657,739.52948,-357.28085,79.77409,876.99506,-256.92505,748.06665,726.72595,-365.79236,1412.58142,780.05066,-242.23256,1658.11401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,3.55,816.64221,-111.57231,1733.19995,689.86884,-180.64819,1760.82898,657.94104,-206.27209,1668.48303,588.823,-22.73062,1424.0603,876.15564,-334.09311,1453.31567,517.04926,-18.12071,1197.25623,846.43573,-477.95557,1244.58777,745.90814,2.67977,1170.84851,911.08783,-280.97665,1181.90723,640.36676,-111.89513,1000.53387,796.06036,-256.04703,994.00079,586.48456,-325.75824,1045.10535,568.38361,-70.13345,524.05579,879.17456,-294.82755,545.62134,499.79428,-63.66424,133.26398,839.76965,-353.59323,123.74435,656.71539,66.92157,-4.6431,991.12305,-218.67986,-33.00951,449.07996,-150.58398,67.94214,747.0918,-357.94,88.61757,873.92834,-262.03317,756.8866,727.5387,-367.40485,1422.99609,779.24139,-243.66568,1666.81714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,3.558,815.25812,-112.99693,1739.60645,689.58923,-182.1743,1768.52637,658.14221,-208.59662,1676.28711,585.99561,-25.89882,1434.09106,874.77472,-333.57346,1463.1167,513.5097,-23.1685,1206.21985,848.34497,-479.79965,1254.77686,742.02032,0.14907,1183.57947,909.73511,-280.98566,1192.81628,637.75629,-116.47208,1009.03339,792.7948,-258.13876,1002.18927,588.51477,-330.59995,1055.03259,563.27075,-76.69299,531.84753,876.72772,-302.31482,553.92328,499.27603,-72.37509,138.3101,846.54926,-356.46997,129.04558,645.15369,70.4017,-4.16336,991.84644,-218.58418,-34.023,457.71857,-164.01735,74.18286,753.09595,-360.19699,97.75511,872.67865,-266.97726,766.82806,727.93414,-368.88907,1432.99731,778.16779,-245.42191,1674.14795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,3.567,814.18268,-114.45892,1745.50635,688.88287,-184.36032,1775.50549,656.7121,-210.82425,1683.79688,583.53363,-29.30424,1443.17896,874.12903,-333.25052,1472.33386,509.38925,-27.53445,1215.26367,849.93298,-481.76672,1264.33337,737.36951,-2.97616,1195.23169,907.61047,-281.91522,1203.02368,634.71216,-120.3975,1017.45923,790.74017,-260.78693,1011.14734,586.68628,-332.14856,1065.44995,559.82019,-82.09281,538.88794,873.60138,-310.35214,561.43585,497.91348,-83.4696,143.66452,853.33789,-358.78418,134.67549,632.57764,70.05223,1.7918,992.75299,-219.19072,-35.48371,463.76889,-178.60741,79.45833,760.96356,-362.47403,106.47847,870.078,-271.83594,776.14191,727.38934,-370.50302,1441.79822,777.41437,-247.16949,1680.53308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,3.575,812.95752,-115.82662,1750.33557,688.80505,-186.20451,1781.89661,654.85046,-213.39861,1690.53857,581.05811,-32.94047,1451.20837,872.4884,-333.12445,1480.05652,505.81491,-32.06831,1222.61182,851.63776,-484.11703,1272.50928,732.81122,-5.76521,1205.51074,906.2373,-283.32211,1212.66956,631.66107,-124.54998,1024.51001,788.59076,-262.91492,1018.77167,586.95203,-336.24933,1074.06299,556.45636,-86.65865,545.47125,869.28455,-318.36661,568.55823,494.99811,-96.02679,148.82016,858.85504,-361.70651,139.90012,619.60303,66.57445,9.18268,993.90363,-219.84793,-35.79951,468.33292,-194.04382,83.44276,767.67596,-366.52408,114.60268,867.89789,-275.93616,784.88672,727.91431,-371.8938,1450.09851,776.39026,-249.10457,1686.27307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
