X4,Y4,Z4
698.5604900000001,122.79372,1437.25513
694.51605,126.0694,1436.22046
692.26697,128.2374,1435.60681
690.25708,129.95058,1435.11926
687.96027,132.52968,1434.5863
686.1991,134.41398999999998,1433.87634
684.18616,136.40403999999998,1433.13025
682.21637,138.69279,1432.62903
680.0758099999999,140.8045,1431.9375
678.28253,142.97574,1431.46802
676.28448,145.2018,1430.74207
674.85297,147.74097,1430.2567099999999
672.84357,150.20071000000002,1429.9552
671.26337,152.39536,1429.11072
669.57172,155.16613999999998,1428.4851099999998
667.91193,157.50968999999998,1427.63147
666.77386,160.22799999999998,1426.8574199999998
665.7923,162.17369,1426.31091
664.60217,164.54247,1425.49072
662.86914,166.82397,1425.04431
661.50073,168.88846,1424.54199
660.4422,170.93825,1423.6286599999999
658.91016,173.26089,1423.27698
657.77844,175.43985,1422.99426
656.38641,177.09785,1422.51819
655.55402,178.89676,1421.81665
654.64417,180.95802,1421.33533
653.00568,183.1893,1420.6991
652.33765,184.51054,1420.24792
651.0481599999999,186.43225,1419.9074699999999
650.12433,188.2276,1419.24744
648.8147,189.55993999999998,1418.47327
647.83612,191.38338000000002,1417.78931
647.22589,192.76831,1417.2981
646.42041,194.48665,1416.33484
644.8313,196.20276,1415.7041
643.51117,197.79448,1414.7673300000001
642.70422,199.18900000000002,1413.96216
642.19019,200.52534,1413.0502900000001
640.79401,201.97093,1411.89966
639.31964,203.48753,1411.27991
638.24609,204.58,1410.54041
637.16473,205.75493,1409.5877699999999
635.4151,206.959,1408.40552
634.32916,207.7869,1407.48767
632.67462,208.82394,1406.7673300000001
630.9844400000001,209.62236000000001,1405.85608
629.62012,210.4167,1404.8220199999998
628.00146,211.23889,1404.2495099999999
626.11328,211.93408,1403.59094
624.70251,212.4106,1403.02551
623.40839,212.87866,1402.3717
621.53925,213.53856000000002,1401.79248
620.46387,213.61971,1401.30054
618.67786,214.43622000000002,1400.74243
617.3504,214.67046000000002,1400.46033
615.8938,215.0504,1400.05737
614.91998,215.05463999999998,1399.77283
613.46515,215.20665,1399.61169
612.21582,215.32057000000003,1399.29846
610.00525,215.63242000000002,1399.18616
609.06476,215.80192999999997,1398.84375
608.29254,215.57996,1398.77979
606.9975,215.65254,1398.6272
605.67828,215.42967000000002,1398.38745
604.9137,215.28087999999997,1398.02954
603.9762,215.43765,1398.22266
602.72968,215.01987999999997,1398.01965
602.21295,215.28307,1398.1807900000001
601.13312,215.06239,1398.07971
600.63257,214.4325,1397.95605
599.95111,213.84264,1398.05139
599.53894,213.40291000000002,1398.10266
598.96765,213.15176,1398.10132
598.15674,212.42581,1398.06079
597.94025,211.87875,1398.06958
597.56854,211.16617000000002,1398.03223
597.40485,210.35109,1398.11389
597.1361099999999,209.30292,1398.03918
596.71704,208.59708999999998,1398.0488300000002
596.39301,208.11213999999998,1397.98938
596.8399,207.11067,1397.8197
596.71411,206.17171000000002,1397.7915
596.16187,204.96745,1397.83521
596.5045200000001,204.21776,1398.22461
597.06525,203.06529,1398.30139
596.5993,201.86824,1398.27271
597.6401400000001,200.4026,1398.70605
597.03992,199.11209,1398.7934599999999
597.7346200000001,198.28575,1398.8474099999999
598.20642,196.82791,1399.32581
598.63306,195.40833,1399.4845
599.0649400000001,194.00714,1399.71777
599.45294,192.47263999999998,1399.65845
599.68146,190.98508999999999,1400.0629900000001
600.2355299999999,189.50048999999999,1400.29175
600.48334,188.04099,1400.24548
600.6411099999999,186.21715,1400.62158
601.0258200000001,184.26324,1400.43054
602.0278900000001,182.70061,1400.6709
602.9635,180.39098,1400.3264199999999
602.61896,178.66983000000002,1400.7437699999998
603.54395,176.50423999999998,1400.3429
603.87128,174.36874,1400.2451199999998
603.98779,172.31609,1399.91199
604.64386,170.25723,1399.90466
604.62793,167.8985,1399.84595
605.2398099999999,165.62317,1399.2478
605.5423,163.21108999999998,1398.78101
605.4476900000001,160.51883,1398.53271
606.68616,158.29164,1398.33948
606.95459,155.50085,1397.9198
606.73523,153.06342,1397.58557
607.27728,150.9487,1397.33179
608.03265,148.29201,1397.24414
608.2706900000001,145.72186000000002,1397.15234
608.70551,143.10738,1396.90759
608.6218299999999,140.78736999999998,1396.80127
609.39697,137.95496,1397.07446
609.66473,135.31456,1396.89209
610.4669200000001,132.60884,1396.91675
610.5589,130.22212,1397.19104
611.01843,128.07147,1397.5372300000001
611.53949,125.0382,1397.91016
613.16223,123.07574,1398.66199
613.8667,120.57191,1399.13574
615.32648,117.92648,1399.9851099999998
616.03778,115.70352,1400.62305
617.24292,112.67836000000001,1401.10376
618.6893299999999,110.5478,1402.09656
620.1769400000001,108.08136,1402.48645
621.5883200000001,105.74207,1403.07751
623.3931299999999,103.08140999999999,1403.2381599999999
625.26581,100.45173,1403.32605
626.5282599999999,98.10937,1403.52368
628.68286,96.03671,1403.4252900000001
630.25604,93.46569000000001,1403.2663599999998
631.41864,91.69502,1402.9555699999999
633.6142,88.96079,1402.42749
635.09668,87.11873,1401.8101800000002
636.56921,84.82563,1400.8233599999999
638.85785,82.53818000000001,1399.63416
640.57294,80.36092,1398.16956
641.97144,78.24803,1396.96179
643.53839,76.53137,1395.5601800000002
645.21973,74.67843,1394.4411599999999
646.8278799999999,72.48671999999999,1393.47314
648.2038,70.88728,1392.9050300000001
649.4731400000001,69.3565,1392.71619
651.1293900000001,67.48534000000001,1392.85193
653.11469,65.63156,1393.55847
653.86456,64.20988,1394.5636
655.57587,62.2988,1396.02197
656.87305,60.94554,1397.49084
657.53223,59.66961,1399.32678
659.55011,57.7998,1401.18323
661.06738,56.586690000000004,1403.21912
662.50549,55.34531,1405.39124
663.85455,54.05405,1407.42957
665.22815,53.12817,1409.18994
667.18964,51.809940000000005,1410.97449
668.53387,50.646370000000005,1412.46313
670.25085,49.66861,1413.86438
671.81976,48.96264,1415.17957
673.54187,47.96287,1416.35059
675.48993,47.24055,1417.4788800000001
677.49005,46.212579999999996,1418.49646
679.19482,45.62614,1419.49609
681.42358,44.49003,1420.06445
682.9522099999999,43.61288,1420.69849
684.77209,43.30854,1421.47852
686.04486,42.64754,1421.6201199999998
688.06598,41.64405,1422.2146
688.78271,41.4835,1422.27258
690.32568,40.611290000000004,1422.82043
691.28192,39.48475,1422.6213400000001
692.33173,39.0671,1422.3497300000001
693.27264,38.711490000000005,1422.40076
694.47479,38.08076,1422.1027800000002
695.17493,37.66388,1421.75842
696.0955799999999,37.184490000000004,1421.42163
696.71661,36.84883,1421.47583
697.31354,36.41982,1421.42627
697.94489,35.88494,1421.50525
699.1228,34.88345,1421.9469
699.49872,34.24635,1422.3851300000001
699.86194,33.595009999999995,1423.09094
700.4801,33.38736,1424.16016
700.95831,33.10983,1425.0499300000001
701.47198,32.64782,1426.2961400000002
701.86914,32.43999,1427.25159
702.7565900000001,31.434620000000002,1428.39185
703.42957,30.792920000000002,1429.3999
703.0292400000001,30.344309999999997,1430.3432599999999
703.7977900000001,29.68497,1431.20947
703.71667,29.145220000000002,1431.7567099999999
703.7633099999999,28.693509999999996,1432.13232
703.71704,28.387179999999997,1432.3499800000002
703.4704,27.905209999999997,1432.1063199999999
703.33661,27.41862,1431.26563
703.59241,27.027829999999998,1430.34045
704.1189,26.657390000000003,1429.16345
704.87787,26.0577,1427.92993
705.3783,25.7265,1426.61096
705.68854,25.72083,1425.1770000000001
706.46747,25.45952,1424.1190199999999
706.69745,25.29363,1422.953
