Time,Top.Head,Top.Head,Top.Head,Rear.Head,Rear.Head,Rear.Head,R.Scapula,R.Scapula,R.Scapula,Sacral,Sacral,Sacral,L.Shoulder,L.Shoulder,L.Shoulder,L.Elbow,L.Elbow,L.Elbow,L.Wrist,L.Wrist,L.Wrist,L.ASIS,L.ASIS,L.ASIS,L.Knee,L.Knee,L.Knee,L.Ankle,L.Ankle,L.Ankle,L.Toe,L.Toe,L.Toe,R.Shoulder,R.Shoulder,R.Shoulder,R.Elbow,R.Elbow,R.Elbow,R.Wrist,R.Wrist,R.Wrist,R.ASIS,R.ASIS,R.ASIS,R.Knee,R.Knee,R.Knee,R.Ankle,R.Ankle,R.Ankle,R.Toe,R.Toe,R.Toe
Unnamed: 1_level_1,X2,Y2,Z2,X3,Y3,Z3,X22,Y22,Z22,X12,Y12,Z12,X4,Y4,Z4,X6,Y6,Z6,X8,Y8,Z8,X10,Y10,Z10,X13,Y13,Z13,X15,Y15,Z15,X17,Y17,Z17,X5,Y5,Z5,X7,Y7,Z7,X9,Y9,Z9,X11,Y11,Z11,X14,Y14,Z14,X16,Y16,Z16,X18,Y18,Z18
9.317,706.31042,-234.22847000000002,1781.57739,753.0697,-270.81674,1699.96667,895.1387900000001,-244.79152000000002,1432.9565400000001,835.57117,-386.89771,1059.35315,568.0609099999999,-408.65186,1447.46545,582.57379,-511.34305,1241.5637199999999,509.16232,-327.27407999999997,1076.05945,622.57867,-334.952,1012.57709,598.06525,-389.4624,524.65631,680.14185,-484.49411,143.68518,590.55109,-340.4379,-34.9253,870.63177,-99.21114,1458.96362,1024.19751,-148.52322,1270.45337,862.22284,-111.64876000000001,1095.11633,762.77167,-178.55832,1005.8251300000001,826.51489,-147.39146000000002,537.8106700000001,976.41205,-226.75037000000003,143.12688,834.28894,-102.60229,-23.50858
9.325,709.85724,-235.0826,1773.8977100000002,755.6347,-270.81183,1691.58459,895.72772,-242.90993999999998,1425.31055,836.27875,-384.84781,1050.3029800000002,571.1076,-410.13268999999997,1439.19849,588.43945,-512.33258,1233.23303,511.43505999999996,-328.4559,1070.4423800000002,622.86407,-335.24231000000003,1005.47766,600.0733,-387.18387,516.50812,687.18427,-489.87726,138.6138,593.17334,-341.60773,-32.09698,870.41168,-97.92208000000001,1451.5900900000001,1022.9915199999999,-144.2114,1262.7553699999999,861.35779,-107.69193999999999,1088.3143300000002,763.17981,-177.82062,997.8385599999999,826.82751,-144.85852,530.24719,977.14624,-218.54549,134.87338,836.11591,-94.26163000000001,-33.08513
9.333,713.06256,-236.26205,1765.69727,758.45746,-271.63248,1682.48108,896.55981,-241.08097999999998,1416.61169,838.0036,-382.82552999999996,1041.9315199999999,573.79102,-411.80231000000003,1429.8631599999999,593.07263,-513.16925,1224.4279800000002,512.36731,-329.63239,1064.53296,625.00641,-334.38647000000003,997.09521,601.4429299999999,-385.88782000000003,507.30057,690.8897099999999,-493.97614000000004,131.35733000000002,594.6904900000001,-342.55374,-29.78497,869.02899,-96.99731,1443.29321,1022.1601,-139.31975,1254.75317,860.0538300000001,-103.39301,1081.22485,762.05493,-175.34149,989.7821,827.8688400000001,-143.68736,522.29523,976.82971,-210.0356,126.03374,836.83978,-89.15113000000001,-39.36395
9.342,716.4364,-237.75885,1756.69873,761.05579,-271.82236,1672.89502,897.4047199999999,-239.63897999999998,1407.4279800000002,837.6153,-380.89923,1031.82239,576.33929,-413.15662000000003,1419.54102,598.45142,-513.9617900000001,1214.55676,513.52301,-330.86826,1057.51526,623.80042,-334.50531,988.9693,602.5318,-384.60745,498.39999000000006,694.55115,-497.01196,123.3077,594.659,-343.09351000000004,-29.276690000000002,868.0177,-95.59855999999999,1434.80908,1021.7675199999999,-135.6024,1246.63147,859.51447,-99.07919,1074.4187,761.66156,-173.47455,980.7673300000001,830.388,-142.56743,514.06104,978.26178,-201.82304,117.94435,835.81836,-88.21726,-41.23773
9.35,719.55365,-239.53191,1747.30066,763.87152,-272.57086,1662.28149,897.75317,-238.43456,1397.51782,840.21777,-379.02716000000004,1023.0163,579.1958,-414.66321,1408.63843,602.8602900000001,-513.95642,1204.48108,514.52716,-332.53418,1051.88525,625.63989,-332.83704,979.70203,605.16211,-386.52249,488.47964,701.14667,-500.31035999999995,116.39535,594.8974599999999,-343.38965,-28.67052,868.17535,-94.30349,1425.59851,1021.3960599999999,-131.32912,1238.19739,858.5555400000001,-95.38609,1068.2324199999998,760.92102,-171.68657,971.3566300000001,831.45477,-139.82115,505.67105,986.1726699999999,-205.66554,112.67431,836.71387,-89.78233,-38.398540000000004
9.357999999999999,723.5941799999999,-241.05362000000002,1738.5484600000002,766.43964,-273.19827000000004,1651.88025,898.6228,-237.35228999999998,1387.31946,841.6701699999999,-377.56768999999997,1013.1538099999999,582.14423,-415.83319,1397.88306,607.88837,-515.4386599999999,1194.07214,515.58917,-334.51794,1045.53528,626.06073,-332.10782,969.60895,607.72546,-388.00003,478.92294000000004,707.07385,-502.34775,110.17102,595.0838,-343.92496,-27.7215,867.6121199999999,-93.01539,1416.92285,1021.6273800000001,-127.09602,1229.677,856.6967199999999,-90.51026999999999,1062.6771199999998,761.45642,-170.01976000000002,960.62457,832.4082,-135.85811999999999,496.36075,995.70685,-215.58248999999998,109.17925,837.64551,-91.42194,-34.84689
9.367,726.84497,-243.04834,1730.24902,768.76367,-273.75777999999997,1641.9271199999998,899.5192300000001,-235.93851,1377.17444,843.80579,-376.52072000000004,1003.23639,583.89404,-416.73489,1386.94177,611.42145,-516.08722,1184.00879,516.83521,-336.04037,1040.41406,626.3725599999999,-331.39682,959.62115,610.14404,-389.40405,469.1088,711.46741,-502.52264,103.93196999999999,595.1864,-344.1991,-27.89651,868.4162,-91.39153,1408.23938,1022.0225800000001,-123.86403999999999,1221.35669,855.47815,-86.38025999999999,1057.3958699999998,761.42853,-167.67538000000002,950.75256,831.70239,-132.73586,486.62665,998.47552,-218.04526,103.73302,837.81024,-91.51359000000001,-34.99645
9.375,730.04492,-244.85027000000002,1723.18018,770.71613,-274.60332999999997,1633.2717300000002,901.25269,-234.33299,1367.7020300000001,845.4024699999999,-375.78979,992.7179,585.5065900000001,-417.98911,1376.64563,615.0705,-517.70093,1174.54651,517.4820599999999,-336.67908,1036.28333,627.68799,-330.72463999999997,949.08069,613.25861,-390.67368,460.32285,714.9476900000001,-502.09665,98.21101999999999,595.26349,-343.88867,-28.123520000000003,869.0717199999999,-89.62254,1399.73352,1023.0495,-120.54086000000001,1213.8844,854.0867300000001,-82.32162,1053.36914,762.73865,-165.2653,940.26129,830.8631,-129.20322,476.66684000000004,998.24286,-216.03497000000002,97.56786,836.82672,-91.20994,-34.774390000000004
9.383,732.19751,-246.55943,1717.8597399999999,772.1355,-274.91138,1626.66736,903.0399800000001,-232.78797999999998,1359.69946,847.7363300000001,-375.47955,984.08411,586.15472,-418.74176,1367.49829,618.1969,-519.29547,1166.36206,519.8286099999999,-337.64706,1032.00586,627.71143,-331.03006,939.3092,615.40613,-391.51923,452.22875999999997,718.20905,-500.81583,94.68401,595.38544,-343.86142,-28.48269,869.75537,-87.27831,1392.67407,1024.0387,-117.8611,1207.72327,852.18158,-78.07768,1050.16211,762.70276,-163.01003,930.44287,832.06555,-128.81951999999998,466.69287,997.43756,-218.88161000000002,93.05655,837.15662,-91.53801,-34.54914
9.392000000000001,734.8161,-246.97342999999998,1714.55579,773.5498,-275.09515,1623.3143300000002,905.3615699999999,-231.59106,1354.09338,850.21655,-375.58725,976.1012599999999,586.99677,-418.32300000000004,1360.2603800000002,621.7076400000001,-520.51801,1161.0798300000001,521.28265,-338.36472000000003,1029.2711199999999,628.39532,-330.7879,930.67798,617.68481,-390.00203999999997,447.36765,720.3631,-500.00504000000006,92.27613000000001,595.37823,-344.47867,-29.41938,870.0936300000001,-84.8911,1387.1187699999998,1024.9248,-115.51913,1203.0529800000002,850.59961,-74.90930999999999,1048.62415,764.24091,-160.8461,922.2239400000001,834.3893400000001,-130.45441,459.78711,995.7108800000001,-225.05922999999999,91.54507,837.29633,-91.41745999999999,-34.568459999999995
9.4,735.56848,-247.26862000000003,1712.4845,774.6307400000001,-275.00751,1621.48438,906.4798,-229.73328999999998,1351.43726,852.71954,-374.70877,971.80444,587.83948,-417.46552,1356.51001,625.23627,-521.05011,1158.7699,522.87152,-339.1391,1027.46985,628.6403799999999,-330.48624,925.2380400000001,619.96857,-387.20273,446.22497999999996,721.67896,-497.65128,91.01933000000001,595.00494,-344.45825,-29.935140000000004,869.8117699999999,-82.66186,1384.45337,1025.58081,-113.54546,1200.69812,848.6157800000001,-70.22641999999999,1048.39063,765.15552,-158.3165,917.19196,836.3530900000001,-134.75943,458.10114000000004,993.49316,-228.61115,90.3274,836.9558099999999,-91.29751999999999,-34.80721
9.408,736.78046,-247.63717999999997,1711.771,775.85504,-275.117,1620.4284699999998,906.7687400000001,-227.4153,1351.49792,854.33459,-373.00174,972.5452300000001,589.2792400000001,-416.03247000000005,1355.3178699999999,628.75763,-521.51349,1158.68921,524.12421,-338.72067000000004,1026.52576,631.64911,-330.04699999999997,923.5753800000001,621.22675,-385.09967,448.02022999999997,722.16785,-495.89190999999994,91.11431,595.3493,-344.27612,-30.23947,869.40259,-81.12409,1384.58093,1025.36646,-112.13248999999999,1200.3298300000001,846.54022,-67.92756,1050.1104699999999,767.38007,-156.31425,915.5197800000001,835.4066799999999,-136.95923,459.84988,991.18829,-230.91016000000002,88.93808,837.65875,-91.59554,-35.65697
9.417,737.7963900000001,-247.32442000000003,1713.1964100000002,776.2816799999999,-274.91165,1621.08044,907.4295,-224.98672000000002,1353.5275900000001,856.13538,-371.40302,974.74866,589.5954,-415.87408,1357.40515,631.6582,-520.44373,1160.46655,524.8240400000001,-337.97205,1027.92773,633.5448,-329.4614,925.84149,622.03912,-383.0777,450.47433,721.73767,-494.85742,92.49651999999999,594.88843,-344.27657999999997,-30.64505,869.18146,-79.73508000000001,1386.89319,1024.62939,-110.9458,1202.02405,843.82104,-64.47209000000001,1053.89636,768.72339,-154.95151,917.05255,834.45355,-139.50055,463.5545,989.9086300000001,-232.04799,89.30763,837.32245,-91.4867,-35.91503
9.425,738.2241799999999,-246.88235,1715.84875,776.97437,-274.3847,1624.28857,907.74225,-223.52165,1357.56543,858.40259,-369.50385,978.31555,590.5871599999999,-415.25629,1361.45996,634.21515,-519.1741900000001,1164.50745,526.5658,-337.03192,1030.79224,635.0498,-328.88446,930.5120800000001,623.24744,-382.31747,453.51779000000005,721.40851,-493.19302000000005,94.88887,594.63977,-344.19928,-31.16514,869.7769199999999,-78.88583,1390.84827,1023.47955,-109.88438000000001,1204.99548,841.74103,-63.14345,1059.46765,769.65662,-154.14944,921.8906300000001,834.72015,-141.04619,466.32955999999996,989.2420699999999,-232.16374,91.44895,837.01666,-91.33599,-36.373000000000005
9.433,738.46741,-246.6584,1720.8111600000002,777.12244,-273.37946,1629.20129,907.8524199999999,-223.00168,1363.02649,859.79926,-366.75244,982.3793900000001,592.04175,-414.86773999999997,1367.31421,636.70123,-517.53052,1169.7561,527.7182,-335.32101,1036.55103,637.28162,-327.47717,936.6065699999999,624.17651,-382.75317,457.73419,720.01013,-491.86645999999996,98.71609000000001,594.22021,-344.1785,-31.60068,868.987,-76.7049,1396.5643300000002,1022.6284800000001,-108.5192,1209.55017,839.2321800000001,-61.463640000000005,1066.33557,770.4505,-153.46606,928.57471,837.0722,-142.07195,469.83408,988.802,-230.05557000000002,93.72191,837.05225,-91.37668000000001,-36.80304
9.442,738.43732,-245.17905,1727.0761699999998,777.1651,-272.0835,1635.49316,908.15131,-221.51105,1370.02332,861.87134,-365.284,988.9042400000001,592.68445,-414.02682000000004,1374.19727,638.9639900000001,-515.55487,1176.24902,529.11212,-332.9668,1044.47034,637.98401,-327.17154,944.6008300000001,626.6048,-384.29916000000003,463.73035,718.20599,-490.61969000000005,103.17638000000001,594.0101900000001,-344.15192,-31.90922,869.28949,-75.15661999999999,1403.03503,1022.2323,-106.98833,1215.2373,836.8114,-60.41899,1074.63025,771.27753,-152.56316,936.3593099999999,840.92218,-141.23086999999998,474.78815,989.05212,-227.65901000000002,97.66960999999999,837.54541,-90.8574,-37.09381
9.45,738.61816,-244.05635,1734.38989,778.1487400000001,-270.32837,1643.17932,908.5767800000001,-220.47836,1378.07825,863.17218,-363.33246,997.0880699999999,593.9306,-412.88388,1382.65967,641.15002,-514.09186,1183.58081,531.79834,-331.38287,1052.80835,639.87878,-325.91925,953.2235099999999,627.08398,-387.2092,472.50296,716.2509200000001,-488.96133,108.61893,593.97681,-343.95673,-31.966759999999997,869.34186,-73.35783,1410.9386,1021.22949,-105.08724,1222.00647,834.79382,-58.89745,1084.47876,772.87109,-151.77194,944.8992900000001,846.0682400000001,-141.62088,483.23425,989.4971300000001,-224.57085,102.31294,837.31848,-90.92474,-37.107690000000005
9.458,737.89063,-242.27647000000002,1742.71802,777.71649,-268.99902000000003,1651.5925300000001,909.1569800000001,-218.1823,1387.28882,864.2738,-361.86465,1005.91223,594.3819599999999,-411.38199,1391.75134,642.3393599999999,-511.81369000000007,1192.0479699999999,533.65076,-327.82842999999997,1064.25708,641.7547,-324.38705,962.90411,628.68579,-390.08898999999997,481.85132000000004,714.43396,-487.57974,114.58288,594.20746,-343.93451,-32.41276,869.53809,-71.50909,1419.61658,1020.71014,-102.82816,1229.43335,832.93225,-59.79345,1094.79468,773.8594400000001,-151.52524,954.5387599999999,851.2973599999999,-141.54549,494.49637,989.90759,-221.09421,107.9976,837.26367,-90.84940999999999,-36.82768
9.467,737.1637,-241.06354,1751.1661399999998,778.69141,-267.42877000000004,1660.89124,909.29022,-215.65971000000002,1396.57861,864.81,-360.76346,1015.2434099999999,594.58282,-409.8613,1401.90454,642.73505,-509.16959,1201.45374,535.75128,-323.47659,1076.8233599999999,642.70093,-323.29312000000004,972.42224,630.10162,-392.12277,490.9137,711.51221,-485.23764000000006,121.03921000000001,593.9516,-343.68005,-32.5156,869.42035,-70.07911999999999,1429.08398,1019.7733800000001,-100.61308000000001,1237.3088400000001,830.33508,-59.357780000000005,1106.72437,775.9884,-150.6662,964.2249099999999,856.9501300000001,-141.03033,505.37503,990.6756,-216.12668,113.84901,837.20734,-90.6014,-36.27713
9.475,736.62653,-238.91331,1760.20947,778.57733,-265.3461,1670.58215,909.7919300000001,-213.56493999999998,1406.23853,865.6628400000001,-359.99991,1025.5658,595.31061,-408.34799,1412.49902,642.8491799999999,-506.84317000000004,1211.31799,539.30444,-319.91916000000003,1089.30725,643.80286,-321.92874,982.4155300000001,632.07196,-394.73779,500.10425,708.67566,-482.4003,126.8269,593.43463,-343.47842,-32.607890000000005,869.32495,-68.75565,1438.8305699999999,1019.09595,-97.91228000000001,1246.12292,828.38837,-60.08145,1118.9279800000002,778.065,-150.58324,974.0364400000001,864.66931,-141.34515,516.2977900000001,991.64441,-211.40106,119.92387,837.37433,-90.41453,-35.85714
9.482999999999999,736.38702,-236.80747999999997,1769.1738300000002,778.90356,-263.97821,1680.18811,910.26355,-211.54918999999998,1416.17578,865.86499,-358.767,1035.41431,596.38135,-407.25006,1423.00256,642.9693599999999,-504.18616,1221.33228,541.17426,-315.54602,1103.56189,645.32214,-320.677,992.20056,633.96075,-396.26282000000003,509.38721,705.42975,-478.78632000000005,133.00992,592.57166,-343.58414,-33.33549,869.5636599999999,-66.50441,1448.6680900000001,1018.4680800000001,-95.3693,1255.14978,826.41595,-60.09921,1130.68896,779.7428,-150.99603000000002,984.62177,872.00537,-140.90292,525.93152,991.2094699999999,-206.44019,126.58827,837.8070700000001,-90.17423000000001,-35.58543
9.492,735.62268,-235.02097,1777.40955,779.29156,-262.03226,1689.4080800000002,910.6355599999999,-210.05002000000002,1426.00305,865.9237699999999,-358.22787,1046.1472199999998,597.50488,-405.92767000000003,1433.76282,643.19012,-501.76302999999996,1231.7874800000002,544.30408,-311.87399,1117.32861,646.31384,-319.34375,1001.7239999999999,636.16785,-397.10717999999997,518.34845,702.05328,-473.92834000000005,138.53325,591.31079,-344.03235,-33.95599,869.95068,-64.91152,1457.77051,1017.7910800000001,-92.73456,1263.5,825.59088,-59.975880000000004,1142.15234,781.70313,-150.71912,994.6569199999999,879.3488800000001,-140.5363,534.96942,990.4437300000001,-200.44118999999998,132.32332,837.5899,-89.93956999999999,-35.66552
9.5,735.42377,-232.95873999999998,1785.30042,779.98236,-259.67126,1698.12537,910.6325699999999,-208.9239,1435.9578900000001,866.26465,-358.06888,1056.74341,597.74811,-404.02572999999995,1444.47974,642.81061,-499.44672,1241.90723,546.34882,-307.64972,1131.4754599999999,645.30328,-318.48068,1010.3076800000001,637.9128400000001,-397.68832000000003,527.19464,699.02338,-469.56699000000003,143.50412,590.07159,-344.8439,-35.28647,870.03156,-64.0468,1466.6104699999999,1017.2227800000001,-90.53393,1272.27026,824.2277799999999,-60.4416,1153.09534,783.60406,-150.88182,1004.58704,887.0584699999999,-141.33671999999999,544.18268,989.21826,-193.8447,138.31383,838.19562,-89.07641,-36.584740000000004
9.508,735.31122,-230.91411000000002,1792.4801,780.43042,-258.03445,1705.7524399999998,910.90845,-207.15952,1445.65125,866.7813699999999,-357.54346,1066.57446,597.9964,-402.33612,1454.75452,643.05902,-497.72745,1251.5523699999999,548.48505,-304.11197000000004,1144.58533,649.93481,-315.49585,1018.5872800000001,640.71014,-397.36139,534.86267,697.24365,-464.78927999999996,148.77913999999998,587.63916,-345.67285,-36.78125,869.9788800000001,-63.197959999999995,1474.83936,1017.1085199999999,-88.30232,1280.30676,823.89148,-59.72974,1162.93823,786.19385,-150.80782,1014.0673199999999,892.8535199999999,-140.89203,553.45209,989.5125699999999,-188.5782,144.17139,838.7337,-86.59215999999999,-37.60542
9.517000000000001,735.34888,-229.03761,1798.8229999999999,781.38422,-256.06665,1712.7319300000001,910.5871,-205.94431,1454.57385,866.68005,-357.35175,1076.0366199999999,599.08075,-400.28622,1463.7150900000001,642.9749099999999,-495.95345999999995,1260.8347199999998,550.31787,-300.8244,1157.75989,652.95374,-313.63953,1026.66052,643.2478,-396.36487,541.69495,697.41943,-460.87772,153.55246,584.58417,-347.66895,-38.83363,869.60791,-61.881240000000005,1482.5379599999999,1017.05701,-86.11851999999999,1287.67615,823.5740400000001,-60.00315,1172.49866,787.86163,-150.70553999999998,1022.76489,897.6599699999999,-140.32417,561.85596,990.8402699999999,-184.34094,149.26085,839.4744900000001,-83.71624,-37.56596
9.525,735.75153,-227.68173,1804.29041,782.00366,-254.6041,1718.5145300000001,911.1809699999999,-204.5188,1463.43042,866.91852,-357.4791,1085.09766,599.73315,-397.62329,1471.70667,642.80896,-495.00586,1269.9583699999998,551.8756099999999,-298.36102,1169.66052,656.31482,-311.97317999999996,1033.50928,646.15588,-394.26724,547.22699,699.10651,-456.19420999999994,158.22718999999998,580.96564,-350.71866,-41.14796,870.16095,-60.292190000000005,1489.0521199999998,1017.43536,-84.54857,1294.21777,822.85785,-59.4354,1180.51953,790.83014,-150.60519,1030.37415,902.1533199999999,-139.70422,569.91547,992.7669699999999,-180.65909,154.12051,842.24554,-79.94263000000001,-36.210159999999995
9.533,736.5330799999999,-226.07086,1809.0227100000002,782.69257,-253.17944,1723.18103,910.35321,-203.06261999999998,1470.4904800000002,867.9636800000001,-357.40335,1093.7699,599.435,-395.22641,1479.2251,642.31415,-494.29694000000006,1277.91211,553.46313,-295.48013,1181.20679,659.88104,-310.16699,1039.1951900000001,647.48737,-391.06305,551.75446,701.3496700000001,-451.7514,162.289,575.5061599999999,-356.80728,-40.72769,870.3947099999999,-58.9361,1494.82446,1018.2111199999999,-82.88169,1299.8208,823.47565,-59.24091,1187.92542,793.00806,-149.85974,1037.8136,906.5477900000001,-139.17651,576.42975,996.20251,-178.22951,158.84727,845.8190900000001,-75.95159,-31.46777
9.542,737.1510000000001,-224.68703,1813.36938,783.70349,-251.68287999999998,1727.0202600000002,910.7371199999999,-201.51154,1476.8701199999998,868.2036099999999,-356.72067000000004,1101.48376,599.29285,-392.76732999999996,1485.18909,642.1243900000001,-494.06665,1285.30566,555.12,-294.03192,1191.02869,662.53973,-309.01541000000003,1043.703,647.7615400000001,-387.00534,555.758,704.83813,-446.65414000000004,166.68126,568.5304,-362.35934,-32.61711,870.45215,-57.292640000000006,1499.82971,1019.10425,-81.08815,1304.42212,823.00531,-58.40112,1194.40552,795.61292,-148.95802,1043.9506800000001,909.96619,-138.31947,581.95276,999.9256,-176.90561,163.12486,850.06506,-71.25584,-24.7095
9.55,738.11859,-223.35051,1816.76086,785.02563,-250.25538999999998,1730.76648,911.54865,-199.98843,1481.70459,869.0072,-356.57901,1107.86292,599.0163,-390.51465,1490.4194300000001,642.10449,-494.07224,1291.4099099999999,556.18683,-292.63525,1199.42175,666.42627,-308.10458,1047.47937,646.62988,-381.84875,559.8519299999999,709.67676,-441.28232,170.38516,562.49036,-365.49362,-21.79525,870.65216,-55.79042,1503.48462,1020.05524,-79.87446,1308.26892,822.79895,-58.13358,1199.62415,797.52405,-147.6351,1048.58923,912.0701300000001,-136.94168,586.17902,1004.31647,-177.13397,167.21712,853.71844,-66.46588,-16.99409
9.558,738.44299,-222.35077,1819.55005,786.3092,-248.6055,1733.83643,911.42896,-197.85789,1485.1118199999999,870.49115,-356.22949,1113.1580800000002,599.45691,-388.32214,1494.11023,641.90833,-494.13680999999997,1296.43677,557.80188,-291.1633,1206.91028,669.6003400000001,-307.46198,1050.51587,645.1884200000001,-376.34027000000003,563.74969,713.43213,-436.16525,174.42274,557.1508200000001,-366.69208,-10.86426,870.97229,-53.48811,1505.96497,1020.80469,-78.10313000000001,1310.5258800000001,822.08527,-57.40091999999999,1203.8101800000002,800.36554,-146.70238,1052.1231699999998,912.1319,-134.87276,589.10437,1009.18787,-179.11081000000001,170.88245,858.01801,-62.60334,-7.984610000000001
9.567,739.74127,-220.97342999999998,1821.98926,787.12671,-247.38103999999998,1736.0963100000001,911.93896,-195.95369,1487.5387,872.2805199999999,-356.88181000000003,1117.94092,599.55566,-386.21567000000005,1497.37024,640.93079,-494.1434,1300.5833699999998,558.54486,-289.79962,1213.11719,671.8740799999999,-306.50757000000004,1052.8648699999999,643.48468,-371.55602999999996,566.54083,717.508,-429.79245,177.57108,553.625,-366.21948,-1.28033,871.2203400000001,-51.81606,1507.3256800000001,1021.86322,-76.57558,1312.2595199999998,822.45166,-56.89742,1206.2601300000001,801.62598,-145.5585,1055.60474,911.8040800000001,-132.76471,591.0682400000001,1013.6499,-180.32901,174.74229,860.89581,-60.37939,0.55357
9.575,741.0573099999999,-220.02782000000002,1823.83557,787.8457,-246.2184,1737.62878,911.8964199999999,-193.87349,1489.32654,873.5736099999999,-355.95169,1120.92004,600.0020099999999,-384.93344,1499.1228,640.53497,-494.56229,1303.67249,559.25494,-289.18341000000004,1217.79626,673.92169,-306.40432999999996,1054.6525900000001,642.6922599999999,-367.26852,568.87085,720.84485,-423.29578,180.34598,551.22559,-363.22711,6.79553,871.97186,-49.99177,1507.9425,1022.34589,-74.63363000000001,1312.95874,821.95294,-55.85881,1208.35205,803.02936,-144.88435,1057.59277,911.4033800000001,-130.92461,591.8421599999999,1018.38635,-182.67673,178.01657,864.57825,-59.090740000000004,8.42849
9.583,742.1616799999999,-218.74267999999998,1824.75818,789.25073,-244.69657999999998,1738.95959,912.35504,-191.69733,1490.20752,875.7157,-354.90948,1123.12146,600.96033,-383.72008999999997,1500.36572,640.37854,-494.9689,1305.6983599999999,561.44507,-289.20673,1220.64783,675.7155799999999,-306.52057,1055.97876,642.41418,-363.71469,570.63007,723.99591,-416.09689,182.04605,549.94525,-358.15292,13.95892,872.5590800000001,-47.70617,1508.17468,1022.5333300000001,-72.32507,1312.6351300000001,821.73395,-55.65577,1208.61621,804.79132,-144.409,1058.65222,911.19006,-129.93936000000002,591.7625099999999,1022.47675,-184.53918000000002,180.65532,868.86597,-59.779819999999994,14.678889999999999
9.592,743.90875,-217.44141000000002,1825.68555,789.7265,-243.8197,1739.22278,912.96417,-189.7234,1490.37329,877.40088,-353.71576,1123.40417,601.85919,-383.19925,1500.58569,640.27148,-495.26595999999995,1306.6812699999998,562.3616900000001,-288.97235,1221.51746,677.35577,-306.71704,1056.4976800000002,642.93353,-360.35556,571.586,726.25983,-409.66998,183.24867,549.91656,-351.26743,19.24954,872.82159,-45.18034,1506.9963400000001,1023.0346699999999,-70.18377,1311.42859,821.72638,-55.21886,1207.7985800000001,805.9585599999999,-143.58643999999998,1059.09766,911.7465199999999,-128.83139,591.00842,1027.3125,-186.29875,183.05264,873.68536,-61.3366,18.51285
9.6,744.90015,-216.80991,1825.56335,790.9151,-242.37251,1739.16125,913.4682,-186.97418000000002,1489.93176,879.8339199999999,-352.61221,1123.53235,603.83789,-382.86206,1500.14746,640.88232,-495.63027999999997,1306.8449699999999,564.1906700000001,-289.17438,1220.78857,678.83966,-306.77197,1056.88879,643.948,-357.07037,571.78174,729.2377299999999,-402.27069,183.72968999999998,550.59821,-341.90741,23.27946,873.19354,-42.96369,1505.4937699999998,1022.87402,-67.68838000000001,1309.3264199999999,820.34021,-54.184430000000006,1206.3247099999999,807.0360099999999,-143.24237,1058.64038,912.37598,-129.11176,590.8507099999999,1031.97229,-188.51666,184.94128,879.5285,-63.84061,19.64431
9.607999999999999,745.26105,-216.29102999999998,1824.43848,792.20502,-241.18976,1738.3078600000001,914.3915400000001,-184.57689,1488.42273,882.39178,-352.04422,1122.17188,605.89764,-383.09912,1499.60132,642.17883,-496.27160999999995,1306.21887,566.23077,-290.17355,1218.65112,679.65314,-306.98349,1056.30408,644.5246599999999,-353.99924,571.8344099999999,731.19958,-394.94864,183.14493000000002,550.8349599999999,-330.4826,26.95761,873.0498,-40.92883,1503.04053,1022.0591400000001,-64.1943,1306.60986,819.88617,-53.56089,1203.3917199999999,807.3200099999999,-142.94756,1057.93005,913.85602,-130.02399,590.31622,1036.27869,-190.47678,185.90999,886.4056400000001,-67.14648000000001,18.636870000000002
9.617,746.1256099999999,-215.66952999999998,1823.57434,793.32947,-240.31505,1736.9549600000003,915.7639199999999,-182.17853,1486.63733,884.8361800000001,-350.27472,1119.55078,607.88599,-383.31061,1497.64868,643.81458,-496.93323,1304.9718,568.58508,-291.49622,1214.479,681.44196,-307.66519,1054.72168,644.6743799999999,-349.79105,571.04187,733.45117,-387.30078,182.32695,552.74463,-318.46173,29.06774,873.1176800000001,-38.18408,1500.41333,1021.52307,-61.80015,1302.97998,819.34845,-52.6733,1198.84204,807.9966400000001,-142.65906,1055.97656,915.62305,-129.76089,589.08563,1041.49438,-192.50503999999998,186.43626,893.09955,-71.00494,16.67138
9.625,747.65314,-214.63817000000003,1821.63171,794.73517,-239.13445,1734.94312,917.4038099999999,-180.28717,1484.20361,887.1315300000001,-348.27097000000003,1116.30908,611.04138,-383.72437,1496.09277,645.68463,-497.17157000000003,1302.8273900000002,570.1052900000001,-292.72037,1209.68738,682.57275,-307.47482,1053.39209,644.7488400000001,-345.33083999999997,569.82678,735.39923,-379.87817,180.63422,554.45294,-304.79599,29.94326,873.25458,-36.363240000000005,1496.70361,1020.53979,-59.04889,1298.3173800000002,817.62158,-51.42556,1194.31653,808.27783,-142.02885,1053.5715300000002,916.3385,-129.64235,588.0629299999999,1046.46765,-195.39319,185.89558,900.8756099999999,-74.60181999999999,13.92389
