X3,Y3,Z3
666.94678,-100.99263,1625.9238300000002
662.26147,-96.7542,1625.78918
661.2631200000001,-94.43165,1625.36572
657.51935,-93.11112,1625.02576
658.12762,-89.83610999999999,1624.3075
654.18652,-88.23037,1624.80872
652.67151,-85.61270999999999,1623.8053
651.09869,-82.89603000000001,1623.25781
650.02197,-80.35611999999999,1623.25354
648.00702,-77.79703,1623.06628
645.86041,-75.29134,1622.2675800000002
644.31848,-72.20275,1622.4635
641.9675900000001,-69.71902,1622.02832
639.89392,-67.11539,1622.0800800000002
,,
636.6383099999999,-60.98001,1621.52405
635.53418,-57.36855,1621.4627699999999
633.5166,-54.46131999999999,1621.5752
631.82031,-51.296620000000004,1621.66895
629.41125,-48.38906,1622.31897
627.58398,-45.20046,1622.56421
626.19513,-41.54096,1623.62402
624.34454,-38.71024,1624.25427
622.3646200000001,-36.066309999999994,1624.6525900000001
620.7554299999999,-32.99688,1625.50781
618.20935,-30.51953,1626.50037
617.2755099999999,-27.12775,1627.1893300000002
614.80652,-24.55326,1627.97864
,,
610.80975,-19.53088,1628.8768300000002
610.5941799999999,-15.98535,1628.91919
608.2511599999999,-14.430570000000001,1629.29846
607.32672,-11.6202,1628.81653
605.81854,-9.18807,1629.22119
605.4816900000001,-6.50968,1628.6311
602.45953,-4.96544,1628.27747
601.09064,-2.45739,1628.30823
599.6478900000001,0.01314,1628.14929
599.04761,1.46082,1627.70178
597.64026,3.8636199999999996,1627.43726
595.75378,5.53411,1627.30676
594.82623,7.74437,1626.7146
593.38849,9.76675,1626.77795
590.77588,10.465069999999999,1627.2463400000001
590.18768,12.92707,1626.78979
588.98914,14.18476,1626.88342
587.73376,15.57215,1626.59082
585.8580900000001,17.06273,1626.67603
586.53864,19.26281,1626.5883800000001
585.16962,20.37395,1626.71606
583.23059,21.00048,1627.06091
581.9612400000001,22.04541,1627.39685
580.22961,23.17507,1627.55176
579.47406,24.653170000000003,1627.7993199999999
578.5683,25.33726,1628.20776
576.89648,25.80134,1628.8985599999999
575.96167,26.9356,1629.3514400000001
575.63922,27.3227,1628.98828
574.7318700000001,27.7531,1629.56958
574.34125,28.160659999999996,1629.77368
572.75146,28.72383,1630.33984
572.30884,28.795009999999998,1630.60168
571.96454,28.84017,1630.7553699999999
571.60681,28.86175,1630.79004
570.27002,28.645329999999998,1631.10522
569.61639,28.09057,1631.54395
568.54889,27.86727,1631.96301
568.83252,27.805840000000003,1631.7175300000001
,,
567.53143,26.61719,1632.77307
568.2794200000001,26.58558,1632.7694099999999
567.7674,25.79344,1632.86401
566.90271,24.77419,1633.07654
566.93646,24.32771,1633.26233
566.04193,22.83739,1633.52344
566.51202,21.94247,1633.3136
567.00623,20.72234,1633.35193
565.9880400000001,18.709210000000002,1633.26465
566.25623,17.61869,1633.36096
566.5137900000001,15.49821,1633.0053699999999
566.4386,13.470239999999999,1633.1815199999999
568.34393,12.064689999999999,1632.62756
567.99176,8.854410000000001,1632.73572
569.83374,7.1745399999999995,1632.67322
570.0625,3.8862,1632.60706
571.1884200000001,1.75327,1632.47693
570.80847,-2.0798200000000002,1632.5620099999999
572.3717,-5.16177,1632.54321
574.24951,-8.3525,1632.50879
574.64093,-11.97204,1632.65906
575.31604,-15.97339,1632.66382
575.0274,-20.16858,1632.31885
577.20929,-24.003420000000002,1632.25342
579.3606599999999,-27.5866,1631.98254
581.57617,-30.824540000000002,1632.08923
583.36554,-33.926840000000006,1632.38245
585.09113,-37.85815,1632.43726
586.8256200000001,-40.83297,1632.42822
588.94507,-43.7761,1632.40149
590.95215,-47.250170000000004,1632.30859
592.3770099999999,-49.81535,1632.2055699999999
594.16986,-53.16899,1632.0361300000002
595.987,-55.82192,1631.55151
597.32782,-58.668,1631.3106699999998
599.16968,-62.22608,1630.9500699999999
600.9588,-65.02221999999999,1630.59509
601.99854,-68.05693000000001,1629.7887
604.09985,-71.17499000000001,1629.2354699999999
606.22443,-73.97639000000001,1628.56824
607.8624900000001,-77.20111,1628.1148699999999
