X6,Y6,Z6
605.90283,229.83716,1252.7323
601.1488,233.25702,1251.52954
599.94824,235.093,1250.60815
597.5238,236.61427,1250.01978
595.8969099999999,238.4693,1248.97717
593.16791,240.34041000000002,1248.24561
591.45532,241.98862000000003,1247.23352
589.37665,243.95491,1246.37109
587.4635,245.63794,1245.6781
585.2301,247.32896000000002,1244.74414
583.41339,248.97383,1243.95361
581.15125,250.38571000000002,1243.09766
578.7251,252.06546,1242.27881
577.11316,253.87556,1241.37292
574.74353,255.61507999999998,1240.55737
573.12067,256.99576,1239.59644
571.41034,258.77164,1238.77026
569.37628,260.45612,1237.75171
567.25104,262.07968,1236.95166
565.76984,263.68314,1236.18091
564.02148,265.16733,1235.0914300000002
562.99298,266.36401,1234.4099099999999
561.40729,267.70908,1233.41699
559.89703,269.06009,1232.4664300000002
558.93079,270.19912999999997,1231.6073
557.95911,271.00442999999996,1230.59338
556.54138,272.22229,1229.77405
555.54272,273.08124,1228.69458
554.34241,274.07172,1227.8512
552.99805,274.91919,1226.94434
551.51123,275.7709,1225.90637
550.75537,276.41745,1224.62329
549.11688,277.0871,1223.74341
548.22968,277.56417999999996,1222.45447
546.94458,278.18869,1221.30396
546.3539400000001,278.84415,1220.00024
545.0351,279.43953999999997,1218.76929
543.74005,280.00097999999997,1217.6965300000002
542.4798599999999,280.25211,1216.5743400000001
541.59412,281.06338999999997,1215.1842
540.1337900000001,281.13333,1213.9166300000002
539.23816,281.52512,1212.63733
537.56458,282.00415,1211.3917199999999
535.30597,282.43655,1210.5053699999999
534.2006200000001,282.79391,1209.0819099999999
533.1992799999999,282.74734,1208.12158
531.38068,283.7301,1207.06274
530.47528,283.2308,1205.75745
528.8630400000001,283.84195,1204.66345
527.35864,283.72418,1203.5576199999998
526.7524400000001,283.67922999999996,1202.3400900000001
524.46844,283.73663,1201.6571
523.1879299999999,283.48764,1200.66052
522.0871599999999,283.1337,1199.63916
520.60223,283.08795,1199.2976099999998
519.43585,282.74377000000004,1198.47253
518.3208,282.18057000000005,1197.88635
517.49487,281.75916,1197.2291300000002
516.07898,281.53283999999996,1196.58948
513.99231,281.43994,1196.35876
513.2545200000001,280.83087,1195.8624300000001
512.38184,280.60675,1195.2120400000001
511.06799,280.12915,1195.05688
509.73477,279.91614,1194.99719
509.80524,279.04016,1194.49902
508.08950999999996,278.90274,1193.9824199999998
507.03992,278.23715,1194.0684800000001
506.37018,278.1373,1194.08826
505.54715,277.51138,1193.97571
505.12723,277.35965,1193.77686
504.22327,277.19083,1193.81665
503.7612,276.9895,1193.5271
503.72818,276.73467999999997,1193.71985
502.91070999999994,275.7453,1193.41309
502.827,275.43667999999997,1193.26563
