X11,Y11,Z11
840.80658,-116.62355,954.70166
834.97321,-113.19353000000001,954.77173
831.98334,-111.76998999999999,954.72546
829.47955,-110.73928000000001,954.3680400000001
825.47516,-109.08171000000002,954.4862099999999
822.5752,-107.92878999999999,954.1810300000001
819.24225,-107.2782,954.5546300000001
816.51276,-106.45325,955.23425
811.60535,-104.71613,954.08734
808.25562,-104.66069,954.39948
804.27643,-104.11163,954.1782199999999
800.96088,-103.795,954.0808699999999
796.7355299999999,-103.86126999999999,954.5745800000001
793.35449,-104.3857,954.27075
789.44019,-104.65235,954.8475300000001
785.8431400000001,-105.02393000000001,954.4326800000001
782.89752,-106.05112,955.3638900000001
779.51306,-106.67031000000001,955.26172
776.29425,-107.6115,955.6591800000001
772.8304400000001,-108.05225,955.8879400000001
769.42877,-108.44828999999999,956.35724
766.8006,-109.34908,957.3707300000001
763.83972,-109.18128,957.5269199999999
760.5971099999999,-109.29711999999999,958.53235
757.4284700000001,-109.68822,958.92529
754.9101,-109.8727,959.7938800000001
752.43439,-109.97652,960.61774
750.27472,-109.70897,961.49261
747.32715,-109.83933999999999,962.52771
745.44299,-109.54501,963.1001
742.98236,-109.34453,963.9873699999999
741.48676,-109.1351,964.85278
738.9243799999999,-109.22424,965.17712
737.5777,-109.29501,966.64813
735.4472,-109.18536999999999,966.59644
733.43036,-109.33503999999999,967.2998
731.99176,-109.50305,967.7366900000001
731.02612,-109.68523,968.4263300000001
728.90472,-109.68158000000001,968.4808300000001
728.0863,-110.19793,968.95209
726.20642,-110.31841000000001,969.2863199999999
725.30762,-110.28958999999999,969.78522
723.84729,-110.52816999999999,969.53723
722.6870700000001,-110.64446000000001,969.49005
721.4956099999999,-110.7101,969.5808099999999
720.30701,-111.02984,969.3960599999999
718.6929299999999,-111.06024,969.09601
717.70575,-111.03072,969.1301900000001
717.10474,-111.18393999999999,969.5147699999999
716.51904,-111.36846000000001,969.62762
715.54657,-111.46632,969.6796300000001
714.1424,-111.78693,969.6152300000001
712.96411,-111.97681000000001,969.7158800000001
712.6942700000001,-112.22379,970.0758699999999
712.0499900000001,-112.55162,970.21844
711.60559,-112.48329,970.4829699999999
711.15839,-112.81636,970.42621
710.59637,-113.09376999999999,970.65228
710.03979,-113.07473999999999,970.9188800000001
709.7701400000001,-113.49857,970.8525400000001
709.58154,-113.8757,971.22455
709.0141,-114.47495,970.9594099999999
708.68494,-114.62566000000001,971.14948
708.61102,-114.62104,971.3653
708.9669200000001,-114.93995,971.5255699999999
708.56085,-114.94209,971.23328
708.97498,-115.09646000000001,970.9495199999999
708.83868,-115.01461,971.1533199999999
709.01068,-115.08256000000002,971.22968
708.97498,-115.09646000000001,970.9495199999999
708.99158,-115.21963999999998,971.05353
709.23645,-115.46381000000001,971.19067
709.5141,-115.78506000000002,971.1143800000001
709.3286099999999,-116.00672,970.7221099999999
709.64063,-116.13238999999999,970.3101800000001
709.6355599999999,-116.37917,970.2193
709.74414,-116.56538,969.98096
709.63385,-117.00931000000001,969.3665800000001
709.57013,-117.41971000000001,969.1101699999999
710.5487099999999,-118.24498,969.0681800000001
710.7959599999999,-119.39204,969.25397
710.59064,-120.21168999999999,968.57843
710.64478,-121.07853999999999,968.4622199999999
711.2432299999999,-121.90371,968.29718
711.47943,-122.52996,968.3125
711.0119,-123.47688000000001,967.87585
711.87427,-124.58948000000001,967.74188
712.40503,-126.05743000000001,967.9231
712.05548,-126.95572,967.42645
712.2900400000001,-127.72503999999999,967.0645099999999
712.76068,-129.17247,967.0827
713.08167,-130.08601000000002,966.50183
